Pedigree,Individual,PITTagNum,DateSampled,LengthFork1,GenSex,Gender,FieldID1Type,FieldID1,BiosamplesID,Disposition1,FinClipStatus,Weight,RearType,ReturnLocation,UTMEast,UTMNorth,UTMZone,CWTNum,Marks,SnoutBag,CommentsGeneral,pCoastal,pRedband,lineage
OmyPAHS13S_1,OmyPAHS13_1_0120,NA,4/8/2013,390,F,F,Vial#,GEN(RBT120),NA,RelAboveWeir,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.99,0.01,coastal
OmyPAHS13S_1,OmyPAHS13_1_0121,NA,4/8/2013,390,F,F,Vial#,GEN(RBT121),NA,RelAboveWeir,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.987,0.013,coastal
OmyPAHS13S_1,OmyPAHS13_1_0122,NA,4/8/2013,410,F,F,Vial#,GEN(RBT122),NA,RelAboveWeir,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.986,0.014,coastal
OmyPAHS13S_1,OmyPAHS13_1_0123,NA,4/8/2013,380,F,F,Vial#,GEN(RBT123),NA,RelAboveWeir,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.872,0.128,coastal
OmyPAHS13S_1,OmyPAHS13_1_0124,NA,4/8/2013,310,M,M,Vial#,GEN(RBT124),NA,RelAboveWeir,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.354,0.646,introgressed
OmyPAHS13S_1,OmyPAHS13_1_0125,NA,4/8/2013,360,F,F,Vial#,GEN(RBT125),NA,RelAboveWeir,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.996,0.004,coastal
OmyPAHS13S_1,OmyPAHS13_1_0126,NA,4/8/2013,350,F,M,Vial#,GEN(RBT126),NA,RelAboveWeir,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.797,0.203,coastal
OmyPAHS13S_1,OmyPAHS13_1_0127,NA,4/8/2013,360,F,F,Vial#,GEN(RBT127),NA,RelAboveWeir,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.714,0.286,introgressed
OmyPAHS13S_1,OmyPAHS13_1_0128,NA,4/11/2013,350,F,F,Vial#,GEN(RBT128),NA,RelAboveWeir,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.988,0.012,coastal
OmyPAHS13S_1,OmyPAHS13_1_0129,NA,4/11/2013,300,F,M,Vial#,GEN(RBT129),NA,RelAboveWeir,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.801,0.199,coastal
OmyPAHS13S_1,OmyPAHS13_1_0130,NA,4/11/2013,270,M,M,Vial#,GEN(RBT130),NA,RelAboveWeir,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.982,0.018,coastal
OmyPAHS13S_1,OmyPAHS13_1_0131,NA,4/11/2013,270,M,M,Vial#,GEN(RBT131),NA,RelAboveWeir,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.996,0.004,coastal
OmyPAHS13S_1,OmyPAHS13_1_0132,NA,4/11/2013,250,F,M,Vial#,GEN(RBT132),NA,RelAboveWeir,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.996,0.004,coastal
OmyPAHS13S_1,OmyPAHS13_1_0133,NA,4/11/2013,390,F,F,Vial#,GEN(RBT133),NA,RelAboveWeir,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.592,0.408,introgressed
OmyPAHS13S_1,OmyPAHS13_1_0134,NA,4/29/2013,400,F,F,Vial#,GEN(RBT134),NA,RelAboveWeir,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.994,0.006,coastal
OmyPAHS13S_1,OmyPAHS13_1_0135,NA,4/29/2013,340,F,M,Vial#,GEN(RBT135),NA,RelAboveWeir,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.866,0.134,coastal
OmyPAHS13S_1,OmyPAHS13_1_0136,NA,4/29/2013,330,F,U,Vial#,GEN(RBT136),NA,RelAboveWeir,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.997,0.003,coastal
OmyPAHS13S_1,OmyPAHS13_1_0137,NA,5/2/2013,330,F,F,Vial#,GEN(RBT137),NA,RelAboveWeir,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.924,0.076,coastal
OmyPAHS13S_1,OmyPAHS13_1_0138,NA,5/2/2013,290,F,M,Vial#,GEN(RBT138),NA,RelAboveWeir,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.893,0.107,coastal
OmyPAHS13S_1,OmyPAHS13_1_0139,NA,5/2/2013,300,M,M,Vial#,GEN(RBT139),NA,RelAboveWeir,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.09,0.91,redband
OmyPAHS13S_1,OmyPAHS13_1_0140,NA,5/2/2013,280,U,M,Vial#,GEN(RBT140),NA,RelAboveWeir,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.993,0.007,coastal
OmyPAHS13S_1,OmyPAHS13_1_0141,NA,5/8/2013,420,F,F,Vial#,GEN(RBT141),NA,RelAboveWeir,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.992,0.008,coastal
OmyPAHS13S_1,OmyPAHS13_1_0142,NA,5/15/2013,420,M,M,Vial#,GEN(RBT142),NA,RelAboveWeir,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.994,0.006,coastal
OmyPAHS13S_1,OmyPAHS13_1_0143,NA,6/13/2013,400,M,F,Vial#,GEN(RBT143),NA,RelAboveWeir,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.956,0.044,coastal
OmyPAHS13S_1,OmyPAHS13_1_0144,NA,6/17/2013,350,F,F,Vial#,GEN(RBT144),NA,RelAboveWeir,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.992,0.008,coastal
OmyPAHS13S_1,OmyPAHS13_1_0145,NA,6/17/2013,380,F,M,Vial#,GEN(RBT145),NA,RelAboveWeir,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.988,0.012,coastal
OmyPAHS13S_1,OmyPAHS13_1_0146,NA,7/1/2013,380,F,F,Vial#,GEN(RBT146),NA,RelAboveWeir,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.976,0.024,coastal
OmyPAHS13S_1,OmyPAHS13_1_0147,NA,7/1/2013,550,F,M,Vial#,GEN(RBT147),NA,RelAboveWeir,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.994,0.006,coastal
OmyPAHS13S_1,OmyPAHS13_1_0148,NA,7/5/2013,290,F,M,Vial#,GEN(RBT148),NA,RelAboveWeir,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.275,0.725,introgressed
OmyPAHS13S_1,OmyPAHS13_1_0149,NA,7/8/2013,390,M,F,Vial#,GEN(RBT149),NA,RelAboveWeir,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.962,0.038,coastal
OmyPAHS13S_1,OmyPAHS13_1_0150,NA,7/10/2013,350,M,F,Vial#,GEN(RBT150),NA,RelAboveWeir,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.986,0.014,coastal
OmyPAHS13S_1,OmyPAHS13_1_0151,NA,NA,NA,F,U,Vial#,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Received a vial for this fish but could not find a record in the IFWIS trap DB,0.243,0.757,redband
OmyPAHS13S_1,OmyPAHS13_1_0152,NA,7/15/2013,450,M,M,Vial#,GEN(RBT152),NA,RelAboveWeir,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.987,0.013,coastal
OmyPAHS13S_1,OmyPAHS13_1_0153,NA,7/19/2013,410,F,M,Vial#,GEN(RBT153),NA,RelAboveWeir,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.995,0.005,coastal
OmyPAHS13S_1,OmyPAHS13_1_0154,NA,NA,NA,F,U,Vial#,154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Received a vial for this fish but could not find a record in the IFWIS trap DB,0.603,0.397,introgressed
OmyPAHS13S_1,OmyPAHS13_1_0155,NA,NA,NA,F,U,Vial#,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Received a vial for this fish but could not find a record in the IFWIS trap DB,0.612,0.388,introgressed
OmyPAHS13S_1,OmyPAHS13_1_0156,NA,7/22/2013,370,M,U,Vial#,GEN(RBT156),NA,RelAboveWeir,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.387,0.613,introgressed
OmyPAHS13S_1,OmyPAHS13_1_0157,NA,NA,NA,F,U,Vial#,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Received a vial for this fish but could not find a record in the IFWIS trap DB,0.53,0.47,introgressed
OmyPAHS13S_1,OmyPAHS13_1_0159,NA,7/24/2013,320,M,U,Vial#,GEN(RBT159),NA,RelAboveWeir,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.15,0.85,redband
OmyPAHS13S_1,OmyPAHS13_1_0160,NA,7/26/2013,390,M,M,Vial#,GEN(RBT160),NA,RelAboveWeir,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.975,0.025,coastal
OmyPAHS13S_1,OmyPAHS13_1_0161,NA,8/8/2013,340,M,M,Vial#,GEN(RBT161),NA,RelAboveWeir,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.96,0.04,coastal
OmyPAHS13S_1,OmyPAHS13_1_0162,NA,8/8/2013,300,M,M,Vial#,GEN(RBT162),NA,RelAboveWeir,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.149,0.851,redband
OmyPAHS13S_1,OmyPAHS13_1_0163,NA,8/8/2013,250,M,F,Vial#,GEN(RBT163),NA,RelAboveWeir,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.979,0.021,coastal
OmyPAHS13S_1,OmyPAHS13_1_0164,NA,NA,NA,F,U,Vial#,164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Received a vial for this fish but could not find a record in the IFWIS trap DB,0.589,0.411,introgressed
OmyPAHS13S_1,OmyPAHS13_1_0165,NA,8/12/2013,300,M,U,Vial#,GEN(RBT165),NA,RelAboveWeir,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.995,0.005,coastal
OmyPAHS13S_1,OmyPAHS13_1_0166,NA,8/15/2013,360,F,M,Vial#,GEN(RBT166),NA,RelAboveWeir,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.345,0.655,introgressed
OmyPAHS13S_1,OmyPAHS13_1_0167,NA,8/26/2013,300,M,M,Vial#,GEN(RBT167),NA,RelAboveWeir,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.997,0.003,coastal
OmyPAHS13S_1,OmyPAHS13_1_0168,NA,8/26/2013,310,M,M,Vial#,GEN(RBT168),NA,RelAboveWeir,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.995,0.005,coastal
OmyPAHS13S_1,OmyPAHS13_1_0170,NA,8/29/2013,410,F,F,Vial#,GEN(RBT170),NA,RelAboveWeir,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.983,0.017,coastal
OmyPAHS13S_1,OmyPAHS13_1_0171,NA,NA,NA,F,U,Vial#,171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Received a vial for this fish but could not find a record in the IFWIS trap DB,0.594,0.406,introgressed
OmyPAHS13S_1,OmyPAHS13_1_0172,NA,9/3/2013,320,F,F,Vial#,GEN(RBT172),NA,RelAboveWeir,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.89,0.11,coastal
OmyPAHS13S_1,OmyPAHS13_1_0173,NA,NA,NA,F,U,Vial#,173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Received a vial for this fish but could not find a record in the IFWIS trap DB,0.616,0.384,introgressed
OmyPAHS13S_1,OmyPAHS13_1_0174,NA,9/3/2013,350,M,U,Vial#,GEN(RBT174),NA,RelAboveWeir,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.864,0.136,coastal
OmyPAHS13S_1,OmyPAHS13_1_0175,NA,9/3/2013,280,F,U,Vial#,GEN(RBT175),NA,RelAboveWeir,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.996,0.004,coastal
OmyPAHS13S_1,OmyPAHS13_1_0176,NA,NA,NA,F,U,Vial#,176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Received a vial for this fish but could not find a record in the IFWIS trap DB,0.592,0.408,introgressed
OmyPAHS13S_1,OmyPAHS13_1_0177,NA,9/5/2013,NA,F,U,Vial#,GEN(RBT177),NA,RelAboveWeir,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.869,0.131,coastal
OmyPAHS13S_1,OmyPAHS13_1_0178,NA,9/5/2013,520,F,F,Vial#,GEN(RBT178),NA,RelAboveWeir,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.997,0.003,coastal
OmyPAHS13S_1,OmyPAHS13_1_0179,NA,9/9/2013,300,F,F,Vial#,GEN(RBT179),NA,RelAboveWeir,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.98,0.02,coastal
OmyPAHS13S_1,OmyPAHS13_1_0180,NA,NA,NA,F,U,Vial#,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Received a vial for this fish but could not find a record in the IFWIS trap DB,0.586,0.414,introgressed
OmyPAHS13S_1,OmyPAHS13_1_0181,NA,9/9/2013,310,M,U,Vial#,GEN(RBT181),NA,RelAboveWeir,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.968,0.032,coastal
OmyPAHS13S_1,OmyPAHS13_1_0182,NA,9/9/2013,310,F,U,Vial#,GEN(RBT182),NA,RelAboveWeir,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.55,0.45,introgressed
OmyPAHS13S_1,OmyPAHS13_1_0183,NA,NA,NA,F,U,Vial#,183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Received a vial for this fish but could not find a record in the IFWIS trap DB,0.23,0.77,redband
OmyPAHS13S_1,OmyPAHS13_1_0185,NA,9/12/2013,NA,M,U,Vial#,GEN(RBT185),NA,RelAboveWeir,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.99,0.01,coastal
OmyPAHS13S_1,OmyPAHS13_1_0186,NA,9/12/2013,480,F,M,Vial#,GEN(RBT186),NA,RelAboveWeir,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.917,0.083,coastal
OmyPAHS13S_1,OmyPAHS13_1_0187,NA,9/12/2013,340,M,M,Vial#,GEN(RBT187),NA,RelAboveWeir,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.703,0.297,introgressed
OmyPAHS13S_1,OmyPAHS13_1_0188,NA,9/12/2013,320,M,U,Vial#,GEN(RBT188),NA,RelAboveWeir,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.902,0.098,coastal
OmyPAHS13S_1,OmyPAHS13_1_0189,NA,NA,NA,M,U,Vial#,189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Received a vial for this fish but could not find a record in the IFWIS trap DB,0.569,0.431,introgressed
OmyPAHS13S_1,OmyPAHS13_1_0191,NA,NA,NA,F,U,Vial#,191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Received a vial for this fish but could not find a record in the IFWIS trap DB,0.575,0.425,introgressed
OmyPAHS13S_1,OmyPAHS13_1_0192,NA,NA,NA,F,U,Vial#,192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Received a vial for this fish but could not find a record in the IFWIS trap DB,0.307,0.693,introgressed
OmyPAHS13S_1,OmyPAHS13_1_0193,NA,NA,NA,F,U,Vial#,193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Received a vial for this fish but could not find a record in the IFWIS trap DB,0.516,0.484,introgressed
OmyPAHS13S_1,OmyPAHS13_1_0194,NA,9/12/2013,310,M,M,Vial#,GEN(RBT194),NA,RelAboveWeir,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.996,0.004,coastal
OmyPAHS13S_1,OmyPAHS13_1_0195,NA,9/12/2013,270,M,U,Vial#,GEN(RBT195),NA,RelAboveWeir,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.983,0.017,coastal
OmyPAHS13S_1,OmyPAHS13_1_0196,NA,9/16/2013,340,F,U,Vial#,GEN(RBT196),NA,RelAboveWeir,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.507,0.493,introgressed
OmyPAHS13S_1,OmyPAHS13_1_0197,NA,9/16/2013,330,M,M,Vial#,GEN(RBT197),NA,RelAboveWeir,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.35,0.65,introgressed
OmyPAHS13S_1,OmyPAHS13_1_0198,NA,NA,NA,F,U,Vial#,198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Received a vial for this fish but could not find a record in the IFWIS trap DB,0.59,0.41,introgressed
OmyPAHS13S_1,OmyPAHS13_1_0199,NA,NA,NA,F,U,Vial#,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Received a vial for this fish but could not find a record in the IFWIS trap DB,0.543,0.457,introgressed
OmyPAHS13S_1,OmyPAHS13_1_0201,NA,NA,NA,F,U,Vial#,201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Received a vial for this fish but could not find a record in the IFWIS trap DB,0.585,0.415,introgressed
OmyPAHS13S_1,OmyPAHS13_1_0202,NA,9/23/2013,350,F,U,Vial#,GEN(RBT202),NA,RelAboveWeir,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.977,0.023,coastal
OmyPAHS13S_1,OmyPAHS13_1_0203,NA,NA,NA,F,U,Vial#,203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Received a vial for this fish but could not find a record in the IFWIS trap DB,0.434,0.566,introgressed
OmyPAHS13S_1,OmyPAHS13_1_0204,NA,NA,NA,F,U,Vial#,204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Received a vial for this fish but could not find a record in the IFWIS trap DB,0.581,0.419,introgressed
OmyPAHS13S_1,OmyPAHS13_1_0205,NA,9/30/2013,340,F,F,Vial#,GEN(RBT205),NA,RelAboveWeir,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.995,0.005,coastal
OmyPAHS14S_1,OmyPAHS14S_1_0001,NA,2/27/2014,440,F,F,Cell#,1,NA,RelAboveWeir,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.991,0.009,coastal
OmyPAHS14S_1,OmyPAHS14S_1_0002,NA,2/27/2014,470,M,M,Cell#,2,NA,RelAboveWeir,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.965,0.035,coastal
OmyPAHS14S_1,OmyPAHS14S_1_0003,NA,2/27/2014,460,M,M,Cell#,3,NA,RelAboveWeir,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.873,0.127,coastal
OmyPAHS14S_1,OmyPAHS14S_1_0004,NA,2/27/2014,470,M,M,Cell#,4,NA,RelAboveWeir,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.992,0.008,coastal
OmyPAHS14S_1,OmyPAHS14S_1_0005,NA,2/27/2014,470,M,M,Cell#,5,NA,RelAboveWeir,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.993,0.007,coastal
OmyPAHS14S_1,OmyPAHS14S_1_0006,NA,2/27/2014,390,F,F,Cell#,6,NA,RelAboveWeir,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.992,0.008,coastal
OmyPAHS14S_1,OmyPAHS14S_1_0007,NA,2/27/2014,330,M,M,Cell#,7,NA,RelAboveWeir,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.956,0.044,coastal
OmyPAHS14S_1,OmyPAHS14S_1_0008,NA,2/27/2014,430,M,M,Cell#,8,NA,RelAboveWeir,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.996,0.004,coastal
OmyPAHS14S_1,OmyPAHS14S_1_0009,NA,2/27/2014,390,F,F,Cell#,9,NA,RelAboveWeir,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.568,0.432,introgressed
OmyPAHS14S_1,OmyPAHS14S_1_0010,NA,2/27/2014,400,M,M,Cell#,10,NA,RelAboveWeir,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.997,0.003,coastal
OmyPAHS14S_1,OmyPAHS14S_1_0011,NA,2/27/2014,400,F,F,Cell#,11,NA,RelAboveWeir,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.987,0.013,coastal
OmyPAHS14S_1,OmyPAHS14S_1_0012,NA,2/27/2014,350,F,F,Cell#,12,NA,RelAboveWeir,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.449,0.551,introgressed
OmyPAHS14S_1,OmyPAHS14S_1_0013,NA,2/27/2014,330,M,M,Cell#,13,NA,RelAboveWeir,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.993,0.007,coastal
OmyPAHS14S_1,OmyPAHS14S_1_0014,NA,2/27/2014,300,M,M,Cell#,14,NA,RelAboveWeir,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.814,0.186,coastal
OmyPAHS14S_1,OmyPAHS14S_1_0015,NA,2/27/2014,300,M,M,Cell#,15,NA,RelAboveWeir,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.267,0.733,introgressed
OmyPAHS14S_1,OmyPAHS14S_1_0016,NA,3/4/2014,410,M,M,Cell#,16,NA,RelAboveWeir,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.985,0.015,coastal
OmyPAHS14S_1,OmyPAHS14S_1_0017,NA,3/4/2014,350,M,M,Cell#,17,NA,RelAboveWeir,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.627,0.373,introgressed
OmyPAHS14S_1,OmyPAHS14S_1_0018,NA,3/4/2014,300,F,M,Cell#,18,NA,RelAboveWeir,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.995,0.005,coastal
OmyPAHS14S_1,OmyPAHS14S_1_0019,NA,3/4/2014,450,F,F,Cell#,19,NA,RelAboveWeir,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.981,0.019,coastal
OmyPAHS14S_1,OmyPAHS14S_1_0020,NA,3/4/2014,400,M,M,Cell#,20,NA,RelAboveWeir,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.99,0.01,coastal
OmyPAHS14S_1,OmyPAHS14S_1_0021,NA,3/4/2014,360,M,M,Cell#,21,NA,RelAboveWeir,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.541,0.459,introgressed
OmyPAHS14S_1,OmyPAHS14S_1_0022,NA,3/4/2014,440,F,F,Cell#,22,NA,RelAboveWeir,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.992,0.008,coastal
OmyPAHS14S_1,OmyPAHS14S_1_0023,NA,3/4/2014,430,M,F,Cell#,23,NA,RelAboveWeir,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.84,0.16,coastal
OmyPAHS14S_1,OmyPAHS14S_1_0024,NA,3/4/2014,420,F,F,Cell#,24,NA,RelAboveWeir,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.973,0.027,coastal
OmyPAHS14S_1,OmyPAHS14S_1_0025,NA,3/4/2014,400,M,M,Cell#,25,NA,RelAboveWeir,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.98,0.02,coastal
OmyPAHS14S_1,OmyPAHS14S_1_0026,NA,3/4/2014,390,M,M,Cell#,26,NA,RelAboveWeir,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.713,0.287,introgressed
OmyPAHS14S_1,OmyPAHS14S_1_0027,NA,3/4/2014,450,F,F,Cell#,27,NA,RelAboveWeir,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.995,0.005,coastal
OmyPAHS14S_1,OmyPAHS14S_1_0028,NA,3/4/2014,400,F,F,Cell#,28,NA,RelAboveWeir,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.995,0.005,coastal
OmyPAHS14S_1,OmyPAHS14S_1_0029,NA,3/4/2014,440,M,M,Cell#,29,NA,RelAboveWeir,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.992,0.008,coastal
OmyPAHS14S_1,OmyPAHS14S_1_0030,NA,3/4/2014,430,M,M,Cell#,30,NA,RelAboveWeir,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.978,0.022,coastal
OmyPAHS14S_1,OmyPAHS14S_1_0031,NA,3/4/2014,380,F,F,Cell#,31,NA,RelAboveWeir,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.997,0.003,coastal
OmyPAHS14S_1,OmyPAHS14S_1_0032,NA,3/4/2014,320,M,M,Cell#,32,NA,RelAboveWeir,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.994,0.006,coastal
OmyPAHS14S_1,OmyPAHS14S_1_0033,NA,3/4/2014,380,F,F,Cell#,33,NA,RelAboveWeir,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.956,0.044,coastal
OmyPAHS14S_1,OmyPAHS14S_1_0034,NA,3/6/2014,440,F,F,Cell#,34,NA,RelAboveWeir,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.993,0.007,coastal
OmyPAHS14S_1,OmyPAHS14S_1_0035,NA,3/6/2014,510,M,M,Cell#,35,NA,RelAboveWeir,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.997,0.003,coastal
OmyPAHS14S_1,OmyPAHS14S_1_0036,NA,3/6/2014,430,F,F,Cell#,36,NA,RelAboveWeir,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.996,0.004,coastal
OmyPAHS14S_1,OmyPAHS14S_1_0037,NA,3/6/2014,440,F,F,Cell#,37,NA,RelAboveWeir,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.982,0.018,coastal
OmyPAHS14S_1,OmyPAHS14S_1_0038,NA,3/6/2014,430,F,F,Cell#,38,NA,RelAboveWeir,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.993,0.007,coastal
OmyPAHS14S_1,OmyPAHS14S_1_0039,NA,3/6/2014,400,M,M,Cell#,39,NA,RelAboveWeir,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.987,0.013,coastal
OmyPAHS14S_1,OmyPAHS14S_1_0040,NA,3/6/2014,350,M,M,Cell#,40,NA,RelAboveWeir,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.961,0.039,coastal
OmyPAHS14S_1,OmyPAHS14S_1_0041,NA,3/6/2014,410,M,M,Cell#,41,NA,RelAboveWeir,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.994,0.006,coastal
OmyPAHS14S_1,OmyPAHS14S_1_0042,NA,3/6/2014,370,M,M,Cell#,42,NA,RelAboveWeir,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.962,0.038,coastal
OmyPAHS14S_1,OmyPAHS14S_1_0043,NA,3/6/2014,450,F,F,Cell#,43,NA,RelAboveWeir,NA,NA,W,NA,NA,NA,NA,NA,AI,NA,NA,0.77,0.23,coastal
